draw_seq,date,year,month,day,prize_1,prize_2,prize_3,special_1,special_2,special_3,special_4,special_5,special_6,special_7,special_8,special_9,special_10,consol_1,consol_2,consol_3,consol_4,consol_5,consol_6,consol_7,consol_8,consol_9,consol_10
4042,2014-04-08,2014,4,8,8379,3242,4645,6890,8308,3711,2332,5866,6280,365,8839,8678,4790,1981.0,488.0,2348.0,1771.0,8577.0,497.0,9734.0,2359.0,3863.0,855.0
4043,2014-04-09,2014,4,9,8785,8231,2027,6008,5052,4510,6175,1136,662,2225,8018,5397,5748,2860.0,7932.0,6643.0,6370.0,917.0,9446.0,918.0,4281.0,533.0,5964.0
4044,2014-04-12,2014,4,12,3933,9639,6605,4203,482,8194,5245,2393,7605,6666,2377,758,2414,6475.0,5987.0,9092.0,9615.0,3256.0,7070.0,1583.0,3105.0,6557.0,4241.0
4045,2014-04-13,2014,4,13,9051,6729,9260,9258,6157,427,4147,6716,5733,7515,6719,4808,3654,796.0,7515.0,7783.0,4952.0,5605.0,1656.0,8410.0,8959.0,6582.0,772.0
4046,2014-04-16,2014,4,16,2618,3310,9639,5382,761,987,6871,4534,2572,3324,5292,9213,5878,5430.0,731.0,9108.0,1692.0,4425.0,4803.0,92.0,1823.0,1419.0,7306.0
4047,2014-04-19,2014,4,19,3079,5710,7877,2429,5862,3173,1432,7642,4360,4678,6331,5250,6919,8883.0,2532.0,25.0,2692.0,6515.0,4784.0,7757.0,5731.0,2530.0,9292.0
4048,2014-04-20,2014,4,20,540,2120,5575,4735,392,8887,6631,1442,8064,914,5822,4595,9363,1465.0,5581.0,4575.0,4861.0,3446.0,7491.0,4436.0,7561.0,5081.0,8192.0
4049,2014-04-23,2014,4,23,4596,5640,3999,4038,3731,3934,2282,6591,4102,7026,196,9428,2782,4131.0,9884.0,2032.0,587.0,6850.0,7516.0,6930.0,3461.0,8708.0,3428.0
4050,2014-04-26,2014,4,26,7041,7189,4840,3284,3188,3772,2012,3011,9877,800,2468,6467,4377,8955.0,2496.0,4387.0,8810.0,8275.0,1666.0,5772.0,1083.0,3902.0,4680.0
4051,2014-04-27,2014,4,27,3549,5122,6935,5609,473,5041,9592,9710,8919,7555,2759,7510,6870,6630.0,9676.0,9877.0,9615.0,6684.0,4252.0,2246.0,5911.0,1130.0,2479.0
4052,2014-04-29,2014,4,29,9637,8608,1778,9107,2929,3272,1348,6849,3806,5600,5951,1396,3496,6877.0,4192.0,8356.0,6890.0,8300.0,6365.0,128.0,6902.0,8165.0,5677.0
4053,2014-04-30,2014,4,30,4093,8212,2506,6126,9519,1592,638,855,7339,9988,8074,7660,6834,3964.0,7437.0,5114.0,2593.0,8453.0,8851.0,1399.0,6155.0,2877.0,2357.0
4054,2014-05-03,2014,5,3,4390,9548,3858,7042,5255,1366,172,9776,8495,1493,4802,253,263,8056.0,3004.0,9397.0,5829.0,8468.0,7904.0,2593.0,3499.0,512.0,2456.0
4055,2014-05-04,2014,5,4,5283,5353,7708,8510,4862,4626,2644,2913,3786,9357,3831,8517,8293,1300.0,4656.0,6902.0,1147.0,9996.0,8745.0,1543.0,1494.0,7628.0,419.0
4056,2014-05-06,2014,5,6,6540,636,5059,8890,9302,3327,5781,1683,9789,3899,9109,9608,6093,1117.0,9165.0,1285.0,7043.0,3589.0,3131.0,4867.0,1439.0,8318.0,8107.0
4057,2014-05-07,2014,5,7,2717,4968,9363,765,4733,5,8644,1813,1777,4079,3340,499,2240,4798.0,616.0,4497.0,764.0,2114.0,8845.0,593.0,182.0,6107.0,1809.0
4058,2014-05-10,2014,5,10,9290,5534,1982,4314,9108,9756,4845,7849,7836,3652,8712,4968,1770,6232.0,7096.0,4045.0,1541.0,8111.0,4569.0,3993.0,3726.0,4230.0,3297.0
4059,2014-05-11,2014,5,11,6917,1148,3387,3312,2476,1552,2560,1178,8189,1563,8062,7985,5437,5722.0,9353.0,1265.0,4533.0,4912.0,2393.0,3098.0,6819.0,8334.0,6915.0
4060,2014-05-14,2014,5,14,3933,3658,6296,3569,7224,7257,5401,2908,1088,2821,9127,5922,7471,4836.0,9592.0,116.0,7711.0,7823.0,5284.0,7211.0,7531.0,1330.0,9488.0
4061,2014-05-17,2014,5,17,6742,2671,8651,7673,3084,6143,5868,7265,4509,5977,1580,5466,589,1078.0,5672.0,1646.0,2102.0,7453.0,7890.0,516.0,986.0,2877.0,4256.0
4062,2014-05-18,2014,5,18,5685,9007,5031,2906,3627,8149,4911,5135,6950,1973,8587,6408,2064,6408.0,99.0,9344.0,8174.0,6182.0,1703.0,411.0,6299.0,6727.0,1353.0
4063,2014-05-21,2014,5,21,2530,9864,6111,2631,4897,7625,8896,5684,2063,8051,4447,986,3952,6789.0,9704.0,2992.0,6379.0,2411.0,6745.0,5805.0,4861.0,131.0,9987.0
4064,2014-05-24,2014,5,24,8719,4663,1515,1527,7275,6744,6409,6263,3246,1166,8086,7099,5700,4108.0,8601.0,4068.0,6773.0,3114.0,9084.0,5099.0,6998.0,3480.0,7373.0
4065,2014-05-25,2014,5,25,1175,568,7404,9553,7941,7943,5997,8212,172,1871,8972,9908,9877,3031.0,4774.0,8436.0,7295.0,5335.0,2241.0,1462.0,5071.0,2184.0,5332.0
4066,2014-05-28,2014,5,28,1622,5579,7006,6193,6880,7958,584,6741,1099,1934,5742,6858,1634,3244.0,8667.0,625.0,8604.0,5791.0,1554.0,1076.0,3357.0,7988.0,2355.0
4067,2014-05-31,2014,5,31,9955,7348,5128,7962,320,7108,9650,1285,4380,6157,4898,6886,8167,9113.0,2649.0,4283.0,1150.0,3588.0,7277.0,8467.0,7790.0,2733.0,7237.0
4068,2014-06-01,2014,6,1,3217,1568,4823,9466,4947,9608,5193,6477,2543,480,45,7514,6602,4890.0,7300.0,2610.0,7206.0,2638.0,8681.0,6235.0,1810.0,9892.0,4693.0
4069,2014-06-03,2014,6,3,4924,2370,5555,77,2285,5911,3381,1590,3708,2691,3093,5823,4135,70.0,4683.0,8528.0,4612.0,854.0,9220.0,8434.0,5556.0,2236.0,8693.0
4070,2014-06-04,2014,6,4,1878,9736,5492,9574,950,764,7688,2005,7536,9560,453,4738,3620,6633.0,5807.0,697.0,7771.0,5869.0,4968.0,1350.0,9983.0,890.0,2759.0
4071,2014-06-07,2014,6,7,3532,9966,3231,6447,3355,8492,5208,9675,4152,7331,65,366,1339,1263.0,8618.0,4012.0,6500.0,7319.0,6962.0,4334.0,4833.0,8248.0,5963.0
4072,2014-06-08,2014,6,8,8725,8250,6696,6518,6892,1403,1308,184,809,8362,8654,4037,3461,5717.0,4099.0,9126.0,1014.0,2066.0,5861.0,2497.0,5793.0,4714.0,9286.0
4073,2014-06-11,2014,6,11,5257,3439,7865,7778,2400,2133,6815,8673,9946,5461,9178,7862,5188,1722.0,6398.0,8069.0,997.0,4271.0,7586.0,4151.0,9086.0,5273.0,2094.0
4074,2014-06-14,2014,6,14,3551,7995,2912,9307,8178,269,3005,4640,1739,808,5099,367,8937,3823.0,8250.0,521.0,9273.0,7964.0,5553.0,8343.0,3751.0,5660.0,8094.0
4075,2014-06-15,2014,6,15,2493,942,3840,1659,1838,7854,8677,586,4792,4898,3419,9476,2619,8864.0,2006.0,8882.0,5544.0,1137.0,6859.0,5228.0,6542.0,6762.0,8395.0
4076,2014-06-18,2014,6,18,9390,5915,2783,1126,5243,8712,3224,113,3540,6695,9640,3387,5498,1556.0,2670.0,9992.0,1141.0,4904.0,6750.0,820.0,5599.0,3779.0,6101.0
4077,2014-06-21,2014,6,21,9355,3419,1082,9636,5886,2182,9832,7506,4300,9844,8284,145,7186,608.0,705.0,1008.0,6591.0,104.0,2385.0,5722.0,8448.0,3545.0,8944.0
4078,2014-06-22,2014,6,22,1578,1353,9307,7061,6779,1520,5903,2871,2644,3005,2191,7381,7447,4714.0,5820.0,5563.0,2278.0,8617.0,5847.0,3110.0,1046.0,1471.0,3714.0
4079,2014-06-24,2014,6,24,1462,4175,8264,2940,8623,9961,3769,509,3413,9550,3592,5176,4186,5164.0,8366.0,3898.0,8278.0,909.0,8498.0,3678.0,5336.0,2855.0,7060.0
4080,2014-06-25,2014,6,25,5885,1909,2864,383,9350,1349,8578,6965,2735,1914,9970,6165,581,9785.0,4422.0,4419.0,4970.0,4554.0,1134.0,2681.0,9353.0,4028.0,6941.0
4081,2014-06-28,2014,6,28,5161,6850,3213,6952,6385,1220,8774,3534,6513,4594,715,2637,7579,8989.0,1728.0,982.0,6587.0,2075.0,6666.0,9164.0,7927.0,9844.0,1204.0
4082,2014-06-29,2014,6,29,9070,3663,3815,8252,7769,2327,302,7492,5699,2020,2134,804,4444,9199.0,8122.0,5733.0,1350.0,6113.0,237.0,5104.0,9743.0,8561.0,7003.0
4083,2014-07-02,2014,7,2,5258,9927,6733,4016,2452,5700,2491,7699,4061,7043,8091,5887,211,7894.0,979.0,6061.0,2209.0,3860.0,876.0,680.0,2531.0,4139.0,2888.0
4084,2014-07-05,2014,7,5,8461,4192,6413,1201,8142,8129,9353,2335,8757,608,4445,5881,1136,9414.0,6131.0,1740.0,6021.0,6983.0,6797.0,6174.0,5077.0,5419.0,5750.0
4085,2014-07-06,2014,7,6,673,8881,1709,6898,9671,1434,9914,3593,9285,3004,2356,6946,2482,363.0,4887.0,4395.0,2420.0,4671.0,3696.0,1587.0,3450.0,8001.0,4336.0
4086,2014-07-09,2014,7,9,6326,6591,8301,9992,762,5400,3004,3050,1627,4987,3461,9764,2951,4892.0,5499.0,1019.0,9032.0,1808.0,9619.0,6578.0,2362.0,9015.0,909.0
4087,2014-07-12,2014,7,12,8085,4628,1354,2255,588,9466,1292,3148,6665,1024,8590,4206,7686,7160.0,1551.0,34.0,9009.0,8755.0,8197.0,5895.0,4797.0,5823.0,4662.0
4088,2014-07-13,2014,7,13,7860,218,1991,5653,7931,7177,1995,865,8442,6128,6002,9661,7002,2491.0,4115.0,9902.0,7983.0,3788.0,1433.0,2794.0,398.0,851.0,4846.0
4089,2014-07-16,2014,7,16,4022,1737,7958,5415,2367,5064,8974,868,7627,7678,512,9005,8314,2507.0,840.0,1761.0,8666.0,7296.0,4625.0,2278.0,8777.0,7760.0,749.0
4090,2014-07-19,2014,7,19,4176,6756,9626,3557,921,3665,7451,1825,2086,978,4594,2277,6925,2146.0,1944.0,5012.0,8746.0,3790.0,5549.0,2267.0,6497.0,1164.0,925.0
4091,2014-07-20,2014,7,20,5809,8093,6716,7029,3068,1383,7991,4700,980,6547,7678,4513,8037,6093.0,9516.0,7401.0,216.0,7349.0,7983.0,5944.0,6836.0,6609.0,6132.0
4092,2014-07-23,2014,7,23,6454,2876,9575,5699,920,2603,9121,5306,3509,4830,1201,6948,5833,7167.0,249.0,1790.0,1914.0,3647.0,7656.0,6850.0,9667.0,2442.0,8722.0
4093,2014-07-26,2014,7,26,8840,3216,8057,1359,1535,824,2541,6519,294,7698,2454,2142,1544,4770.0,2789.0,6990.0,5821.0,2506.0,3528.0,4267.0,9259.0,7070.0,3303.0
4094,2014-07-27,2014,7,27,659,4423,1747,9258,3158,52,543,7524,7208,169,3192,9510,382,3767.0,5859.0,9831.0,7587.0,8394.0,8160.0,8415.0,754.0,3137.0,227.0
4095,2014-07-30,2014,7,30,3756,7783,7987,7450,4002,476,5008,3287,4900,4357,9404,8201,9643,2237.0,5069.0,2966.0,2921.0,190.0,8129.0,4438.0,8659.0,5486.0,9155.0
4096,2014-08-02,2014,8,2,2590,2516,1973,3574,5492,4297,722,5976,5826,3998,2740,4591,3816,4181.0,1035.0,4628.0,5415.0,2440.0,1665.0,5292.0,7572.0,3545.0,3391.0
4097,2014-08-03,2014,8,3,4263,9002,3484,5943,978,9717,1573,2856,1167,6413,9994,3406,689,93.0,5636.0,1017.0,7224.0,2817.0,5311.0,7020.0,3383.0,8491.0,8583.0
4098,2014-08-05,2014,8,5,5288,3012,6662,3887,7445,7920,4284,9476,8530,113,8111,1062,2535,9583.0,3767.0,8971.0,6725.0,7339.0,7250.0,7887.0,2988.0,8595.0,790.0
4099,2014-08-06,2014,8,6,98,4437,3595,535,2839,852,462,1330,3623,1109,8540,4975,6408,6103.0,297.0,709.0,4352.0,9553.0,1043.0,6371.0,9772.0,8282.0,8201.0
4100,2014-08-09,2014,8,9,6673,9008,6227,6248,6794,29,2,827,8033,6295,5262,7152,277,7703.0,9905.0,3302.0,4393.0,8419.0,1315.0,508.0,8012.0,8861.0,255.0
4101,2014-08-10,2014,8,10,6962,8620,6861,2573,7127,1728,5803,7326,2294,9026,4358,674,3577,6119.0,8897.0,2578.0,5247.0,8295.0,5461.0,2936.0,1619.0,2464.0,3946.0
4102,2014-08-13,2014,8,13,3869,8799,475,52,4146,9999,4076,9243,8418,1842,3459,4348,9178,184.0,9744.0,1833.0,2465.0,2868.0,8694.0,6408.0,8720.0,1065.0,8151.0
4103,2014-08-16,2014,8,16,5052,1672,6588,7334,4251,3,1299,8338,9022,2318,4142,4989,3582,4738.0,8338.0,5088.0,8556.0,7017.0,8149.0,6263.0,4663.0,1989.0,3891.0
4104,2014-08-17,2014,8,17,4204,8392,8656,8057,1950,3122,3001,3495,7208,1103,8753,1371,8096,1049.0,7094.0,8885.0,7526.0,8169.0,5197.0,750.0,7310.0,7245.0,9758.0
4105,2014-08-20,2014,8,20,1914,7493,9184,3511,5489,4554,7037,5448,3543,152,4119,1016,2285,3472.0,6133.0,8675.0,4479.0,1941.0,7320.0,9414.0,1473.0,2390.0,6863.0
4106,2014-08-23,2014,8,23,7004,8036,9440,2781,5805,1005,9493,7822,1850,9870,9232,626,6357,879.0,3370.0,3798.0,505.0,8902.0,9321.0,840.0,7.0,3144.0,180.0
4107,2014-08-24,2014,8,24,3715,1563,1503,8941,5693,4465,4435,6539,9258,7414,9600,2473,2613,2674.0,6493.0,1777.0,1264.0,437.0,9780.0,237.0,2887.0,1615.0,9243.0
4108,2014-08-26,2014,8,26,2126,430,3593,2593,5366,5622,4213,2385,6294,547,913,1132,4236,1965.0,1358.0,9928.0,1330.0,1952.0,2484.0,7895.0,127.0,8984.0,5878.0
4109,2014-08-27,2014,8,27,4584,7673,9037,1021,3970,6551,1137,8257,9577,2237,3614,7252,4195,2302.0,7286.0,1795.0,2261.0,8561.0,1474.0,5297.0,7266.0,1276.0,5483.0
4110,2014-08-30,2014,8,30,188,444,6215,1933,6532,4935,9504,2899,2273,5286,9001,1473,6716,6250.0,9119.0,8799.0,2907.0,3553.0,2353.0,8439.0,1428.0,6877.0,5738.0
4111,2014-08-31,2014,8,31,9928,1941,358,7663,4046,105,8875,853,3997,7616,8981,5269,816,2404.0,8646.0,5615.0,3299.0,4169.0,3238.0,6335.0,4789.0,9765.0,1409.0
4112,2014-09-02,2014,9,2,5719,2609,6198,9213,4459,6227,3924,9929,996,1260,7443,1189,6153,3628.0,547.0,8293.0,5796.0,8187.0,3331.0,4025.0,9958.0,5397.0,3529.0
4113,2014-09-03,2014,9,3,8240,143,6939,5056,2642,3738,4984,6278,4224,7920,4832,1529,3906,3762.0,7782.0,828.0,2335.0,3999.0,341.0,1561.0,2680.0,1995.0,6506.0
4114,2014-09-06,2014,9,6,3204,1698,5172,3690,9318,4500,7844,6249,5232,1503,923,56,8508,425.0,1263.0,9656.0,8894.0,9856.0,7520.0,1713.0,4218.0,3441.0,8448.0
4115,2014-09-07,2014,9,7,5392,7096,8132,1707,7162,6455,8351,9294,9335,2807,8178,3147,6080,8804.0,2559.0,443.0,1924.0,9647.0,2389.0,9560.0,6189.0,3661.0,6353.0
4116,2014-09-10,2014,9,10,7358,3387,6101,1634,7719,3588,9594,1673,8458,501,7359,4026,912,9325.0,3604.0,8558.0,619.0,9560.0,2557.0,1213.0,820.0,2793.0,5830.0
4117,2014-09-13,2014,9,13,4905,2323,5806,4571,9801,2107,6443,3754,2576,1272,1513,7187,8799,6202.0,490.0,8097.0,2716.0,5862.0,6310.0,6193.0,9591.0,2622.0,1747.0
4118,2014-09-14,2014,9,14,1241,2022,8872,1942,9646,2391,2623,4645,260,4999,346,8947,1286,5271.0,8134.0,2303.0,9491.0,9686.0,8708.0,5985.0,3591.0,8026.0,9756.0
4119,2014-09-17,2014,9,17,9466,3731,430,8666,8790,7237,7054,4129,32,408,1091,5139,9132,3738.0,6491.0,4788.0,7398.0,9256.0,5080.0,6969.0,553.0,1214.0,8914.0
4120,2014-09-20,2014,9,20,4475,5872,3187,3947,1135,2151,889,8524,6269,5564,7145,9908,4359,7897.0,4072.0,2064.0,6029.0,7381.0,1730.0,2655.0,1706.0,617.0,4630.0
4121,2014-09-21,2014,9,21,8301,4964,6426,6487,2071,9995,2213,6133,8330,7267,6228,6943,8921,5904.0,1506.0,1757.0,3094.0,4380.0,1483.0,9052.0,3315.0,467.0,213.0
4122,2014-09-24,2014,9,24,1445,7219,2707,3193,2205,9792,5490,6981,9082,5124,4561,4151,3875,3544.0,3868.0,7534.0,1498.0,9577.0,9738.0,5869.0,5528.0,2337.0,780.0
4123,2014-09-27,2014,9,27,4085,2432,6094,4414,9166,2573,6766,3278,3423,5328,9680,9496,1270,3950.0,6852.0,6200.0,8895.0,4457.0,4727.0,4019.0,7448.0,2278.0,1731.0
4124,2014-09-28,2014,9,28,2188,9149,726,1739,3082,3710,1537,2195,9236,8227,4516,8917,2524,1103.0,2991.0,9389.0,8307.0,6598.0,7619.0,6385.0,1298.0,387.0,4780.0
4125,2014-09-30,2014,9,30,7904,3407,266,744,2556,6006,5549,572,730,7510,9228,4931,294,6484.0,9187.0,1119.0,3146.0,7742.0,933.0,5561.0,9158.0,8554.0,8682.0
4126,2014-10-01,2014,10,1,8058,728,581,736,3787,563,4466,4420,7139,4267,7314,2254,7558,8328.0,1886.0,3789.0,6235.0,5965.0,6281.0,4480.0,373.0,4041.0,1644.0
4127,2014-10-04,2014,10,4,577,7103,8005,3760,5422,8954,7214,8417,9096,4938,473,7159,2180,966.0,2501.0,8505.0,932.0,4804.0,9462.0,1545.0,7704.0,9377.0,6869.0
4128,2014-10-05,2014,10,5,6446,9815,3059,6074,201,3263,9642,6156,1405,5829,4982,3560,7155,828.0,3848.0,5099.0,2834.0,6552.0,6251.0,7602.0,2718.0,581.0,2351.0
4129,2014-10-07,2014,10,7,1426,3926,7437,7917,7521,1409,6326,3579,7405,9126,392,6186,6610,596.0,9188.0,2349.0,8665.0,2592.0,9942.0,4441.0,6347.0,8420.0,7023.0
4130,2014-10-08,2014,10,8,282,6616,1707,3293,7952,9530,6326,8701,5124,5970,7778,4255,534,7588.0,5362.0,2297.0,3444.0,379.0,4476.0,5840.0,9361.0,8938.0,163.0
4131,2014-10-11,2014,10,11,6137,5920,9862,7460,7623,7320,2946,773,704,6464,9690,2143,7671,673.0,4391.0,1270.0,3649.0,6607.0,4198.0,247.0,6995.0,7567.0,8575.0
4132,2014-10-12,2014,10,12,36,7765,6316,5750,1785,2126,7048,8166,4986,3492,6975,4658,3014,7470.0,2187.0,4954.0,500.0,3103.0,15.0,4267.0,286.0,2727.0,6823.0
4133,2014-10-15,2014,10,15,9185,7501,3299,2629,2498,592,4713,296,4191,7720,2486,495,2433,2721.0,2967.0,9262.0,3146.0,8606.0,9332.0,1254.0,1942.0,8657.0,1309.0
4134,2014-10-18,2014,10,18,6465,5700,5059,1649,2330,8471,7310,6742,9085,4189,9265,8340,0,2609.0,4233.0,9050.0,4388.0,7933.0,9410.0,4472.0,4013.0,2664.0,248.0
4135,2014-10-19,2014,10,19,6695,6926,411,380,6997,1056,9072,4444,6210,9141,2683,8901,1468,3710.0,3116.0,9220.0,3599.0,615.0,2041.0,9210.0,4040.0,1494.0,1654.0
4136,2014-10-22,2014,10,22,2551,8733,1348,2906,5677,2418,8199,3635,3715,8558,3460,2088,3001,5870.0,2696.0,3043.0,552.0,6398.0,7415.0,9952.0,1995.0,8848.0,0.0
4137,2014-10-25,2014,10,25,9442,6814,3621,8776,5271,6070,5598,8416,7151,5616,6656,4208,9053,9950.0,5203.0,2716.0,7956.0,4220.0,7255.0,2142.0,662.0,3225.0,4109.0
4138,2014-10-26,2014,10,26,9603,2069,8413,5342,8310,9974,8741,4306,1021,30,6385,3329,519,307.0,330.0,5729.0,8642.0,60.0,2033.0,5304.0,8972.0,2066.0,5782.0
4139,2014-10-28,2014,10,28,4275,9215,8381,1499,4249,6387,7429,9098,7168,9016,5988,8694,7025,3008.0,100.0,9414.0,6252.0,1364.0,788.0,4558.0,817.0,4027.0,4825.0
4140,2014-10-29,2014,10,29,6730,2165,8234,8955,8935,6481,1244,5051,5337,5259,4094,1235,1859,4897.0,8399.0,1546.0,7424.0,7548.0,9094.0,8475.0,1603.0,8915.0,7865.0
4141,2014-11-01,2014,11,1,5892,6921,5803,6718,3874,1100,3072,3640,879,2797,1912,1832,5006,223.0,7745.0,3951.0,139.0,9319.0,9933.0,7277.0,8839.0,138.0,5195.0
4142,2014-11-02,2014,11,2,8812,3979,4647,4710,3339,6478,3090,3946,0,2244,1041,9193,9838,6090.0,7861.0,3064.0,1591.0,6674.0,4641.0,1181.0,5023.0,4603.0,6570.0
4143,2014-11-04,2014,11,4,4537,6760,4984,3199,8239,7962,678,7653,8305,8319,580,4736,2238,1236.0,7723.0,3603.0,9951.0,4243.0,9940.0,6712.0,434.0,323.0,4531.0
4144,2014-11-05,2014,11,5,2419,1741,3108,1954,8423,2342,8819,9185,2487,57,366,6669,5057,6020.0,6636.0,7946.0,3721.0,9481.0,9981.0,9781.0,6145.0,7126.0,3637.0
4145,2014-11-08,2014,11,8,1373,665,8270,1416,9368,3634,2028,4327,2063,6995,2626,8548,2498,4755.0,7933.0,7045.0,4542.0,6922.0,8351.0,6397.0,6083.0,5697.0,5099.0
4146,2014-11-09,2014,11,9,5605,548,8259,8616,6022,2494,654,8749,5748,4738,344,7972,1467,4190.0,9508.0,4099.0,9620.0,2173.0,4503.0,8235.0,7589.0,7929.0,3202.0
4147,2014-11-12,2014,11,12,1499,724,5855,9500,9538,9659,2987,9445,2341,7323,9755,2405,3401,8218.0,1429.0,2834.0,7476.0,1373.0,1327.0,1396.0,2397.0,5917.0,1584.0
4148,2014-11-15,2014,11,15,9990,4448,9694,7521,1071,2647,1148,882,6401,3248,8692,7540,4738,2602.0,4238.0,8263.0,8307.0,6283.0,2275.0,5083.0,3690.0,2401.0,5568.0
4149,2014-11-16,2014,11,16,1011,8330,5564,3615,8482,9422,6650,2291,884,4880,5836,8760,3780,517.0,9124.0,8239.0,9579.0,4168.0,3081.0,1989.0,6746.0,7238.0,5559.0
4150,2014-11-19,2014,11,19,9814,7370,2254,7177,7555,2381,8063,1661,2125,9911,4712,534,7600,9700.0,3123.0,6667.0,646.0,1116.0,3780.0,3540.0,4789.0,1196.0,4387.0
4151,2014-11-22,2014,11,22,2375,893,3421,8305,1408,643,9395,1010,6964,2491,9159,5153,4496,2742.0,3882.0,1766.0,1751.0,2123.0,3218.0,6767.0,317.0,4963.0,259.0
4152,2014-11-23,2014,11,23,2876,9038,4636,286,9046,6898,5794,7483,9500,3165,7950,8446,4781,8061.0,2685.0,639.0,8505.0,4512.0,1440.0,3355.0,5313.0,6113.0,2367.0
4153,2014-11-25,2014,11,25,2986,5378,6053,9155,113,8408,2863,4394,7348,6361,3591,0,699,7707.0,2483.0,603.0,2931.0,4190.0,5896.0,9215.0,6600.0,3615.0,9580.0
4154,2014-11-26,2014,11,26,5934,1198,4043,2962,7417,5420,2449,4647,8440,4259,9808,1702,8976,3392.0,8412.0,3651.0,4542.0,9914.0,7433.0,9497.0,9078.0,4839.0,3072.0
4155,2014-11-29,2014,11,29,5739,8933,3235,2390,537,5865,2350,6723,6707,4505,9777,6385,9045,8411.0,5634.0,126.0,8166.0,6437.0,4286.0,8501.0,987.0,6387.0,7288.0
4156,2014-11-30,2014,11,30,4754,7741,1797,694,6491,4573,3067,1152,2752,7300,8014,6350,7974,7423.0,8731.0,8570.0,8613.0,4961.0,6195.0,4385.0,4366.0,1214.0,7112.0
4157,2014-12-02,2014,12,2,2019,8404,2641,9494,7264,4073,1898,7227,6820,6861,2934,4124,4846,941.0,6142.0,4981.0,1690.0,9033.0,9692.0,6436.0,9734.0,6959.0,1179.0
4158,2014-12-03,2014,12,3,1258,8293,6571,2917,359,1226,5410,4890,6795,8863,379,4234,5748,9733.0,2034.0,806.0,9452.0,9945.0,9534.0,8940.0,2381.0,5947.0,7765.0
4159,2014-12-06,2014,12,6,140,4454,7935,6552,7113,1793,7862,7290,776,1447,408,3774,9561,264.0,5182.0,8060.0,6864.0,7771.0,9716.0,2552.0,8485.0,4494.0,6527.0
4160,2014-12-07,2014,12,7,6357,7218,7079,8375,9571,7454,2067,4010,9052,7112,625,3974,1255,8250.0,3867.0,2714.0,4154.0,4820.0,6759.0,3763.0,9102.0,3012.0,8133.0
4161,2014-12-10,2014,12,10,2821,5034,488,7167,7398,3607,1914,7415,9798,7660,5893,1038,2920,2118.0,888.0,4352.0,8119.0,6029.0,4869.0,8943.0,1290.0,7619.0,1689.0
4162,2014-12-13,2014,12,13,6213,9467,2369,2072,5036,6373,4831,6448,8767,4844,4182,5979,4385,2223.0,775.0,9358.0,4301.0,6801.0,3545.0,9776.0,5898.0,7736.0,4267.0
4163,2014-12-14,2014,12,14,8153,2480,9012,652,2339,1688,9506,1733,2389,5295,2462,5398,7131,7792.0,4117.0,5597.0,5294.0,9595.0,7200.0,7519.0,9220.0,8864.0,9855.0
4164,2014-12-17,2014,12,17,9769,9960,8835,9457,754,1300,5581,331,6805,4992,9580,4512,890,6168.0,9875.0,4373.0,13.0,6624.0,8774.0,2138.0,8726.0,7709.0,4508.0
4165,2014-12-20,2014,12,20,5991,8798,5783,1557,5239,1843,3594,2895,9494,3714,8833,3351,5251,5863.0,8099.0,9555.0,6127.0,860.0,4750.0,2873.0,6119.0,6806.0,7096.0
4166,2014-12-21,2014,12,21,4336,3493,9753,8633,146,9345,1331,1325,9751,8359,7192,5725,8982,3821.0,7201.0,3613.0,9372.0,2393.0,929.0,2827.0,7478.0,7158.0,1236.0
4167,2014-12-24,2014,12,24,8205,2155,7241,740,283,6205,4787,4886,5846,17,8941,8902,4837,2591.0,4564.0,1218.0,92.0,482.0,8892.0,3461.0,5158.0,1670.0,3444.0
4168,2014-12-27,2014,12,27,1933,4995,3504,6486,4917,5611,4349,318,9580,4470,6011,7989,9771,4598.0,1524.0,2946.0,5961.0,2194.0,8975.0,451.0,4156.0,2217.0,4397.0
4169,2014-12-28,2014,12,28,1079,2492,3906,2434,6253,8052,1384,8169,4343,5435,2669,9311,5922,8113.0,3973.0,9336.0,7900.0,210.0,4335.0,9536.0,5459.0,3473.0,5105.0
4170,2014-12-30,2014,12,30,3230,8908,2142,2373,1972,2154,2340,6605,6731,3363,2593,6338,6753,328.0,4419.0,4717.0,7832.0,2695.0,9927.0,859.0,4565.0,3047.0,1805.0
4171,2014-12-31,2014,12,31,5412,7076,5946,7814,5495,2927,3399,7232,3144,6710,2334,5408,426,1881.0,8272.0,9803.0,2401.0,4081.0,5296.0,8409.0,6789.0,1479.0,3850.0
4172,2015-01-03,2015,1,3,2199,9772,7148,3079,6806,5915,9798,8247,9412,789,9056,3673,7505,6644.0,8554.0,2372.0,1862.0,2884.0,5408.0,9685.0,1872.0,2027.0,2603.0
4173,2015-01-04,2015,1,4,3974,6855,507,1503,676,1706,1236,6170,801,7467,2648,1251,5079,1558.0,213.0,3131.0,7413.0,6625.0,2732.0,1422.0,3828.0,441.0,6979.0
4174,2015-01-06,2015,1,6,5827,8228,1255,225,2659,3740,1784,2039,2701,8729,6471,5485,1288,48.0,118.0,3905.0,9351.0,3226.0,1621.0,2948.0,5941.0,6535.0,8144.0
4175,2015-01-07,2015,1,7,7124,7798,6747,5473,5677,8967,1828,4879,9915,7637,8241,8690,8579,8676.0,3476.0,6822.0,8385.0,7137.0,913.0,3732.0,5933.0,9999.0,8188.0
