draw_seq,date,year,month,day,prize_1,prize_2,prize_3,special_1,special_2,special_3,special_4,special_5,special_6,special_7,special_8,special_9,special_10,consol_1,consol_2,consol_3,consol_4,consol_5,consol_6,consol_7,consol_8,consol_9,consol_10
2017,2002-06-19,2002,6,19,468,2674,874,981,3593,4332,3469,1054,8549,9932,1493,4249,4707,,,,,,,,,,
2018,2002-06-22,2002,6,22,3132,9570,345,411,9586,9523,7123,3084,7524,5477,1943,803,2044,,,,,,,,,,
2019,2002-06-23,2002,6,23,4139,2186,6299,4184,8762,2489,2660,137,4208,758,706,4228,3808,,,,,,,,,,
2020,2002-06-26,2002,6,26,5843,1225,567,1829,8845,3937,9412,9652,8423,3141,1384,3198,6807,,,,,,,,,,
2021,2002-06-29,2002,6,29,8146,7384,8950,1015,3642,5709,7378,5935,1922,9458,2098,9140,5708,,,,,,,,,,
2022,2002-06-30,2002,6,30,6015,6629,5995,9095,8811,6993,6836,1878,8803,1109,6057,7023,2931,,,,,,,,,,
2023,2002-07-03,2002,7,3,9229,464,473,6538,564,1988,3081,9146,5842,3973,5159,1970,4542,,,,,,,,,,
2024,2002-07-06,2002,7,6,1975,3404,9708,5139,3012,9392,5387,6163,7191,5945,5171,3787,4845,,,,,,,,,,
2025,2002-07-07,2002,7,7,2880,9019,3447,5038,838,1570,846,4255,3086,9457,9489,3373,7285,,,,,,,,,,
2026,2002-07-10,2002,7,10,3486,1853,348,4530,7203,1413,1736,1511,2860,9276,9975,6578,3542,,,,,,,,,,
2027,2002-07-13,2002,7,13,5538,6400,270,6683,9805,5670,2549,3928,9149,9742,340,9537,6393,,,,,,,,,,
2028,2002-07-14,2002,7,14,6229,513,5947,5452,278,735,1295,7605,4781,3059,3259,4964,4789,,,,,,,,,,
2029,2002-07-17,2002,7,17,940,1758,8719,2966,4347,2481,1684,4427,9291,2455,5062,2584,4965,,,,,,,,,,
2030,2002-07-20,2002,7,20,4069,6813,735,9638,8062,9879,9540,3683,8669,9305,755,3580,1745,,,,,,,,,,
2031,2002-07-21,2002,7,21,3900,8283,4510,1301,9527,4136,1188,7070,3326,9457,2810,6298,2815,,,,,,,,,,
2032,2002-07-24,2002,7,24,6393,2347,5834,4099,4429,441,2324,7197,9649,1067,7221,5398,273,,,,,,,,,,
2033,2002-07-27,2002,7,27,6668,8928,2874,3912,7337,6702,3536,8310,9134,4620,2840,837,8632,,,,,,,,,,
2034,2002-07-28,2002,7,28,2577,3833,3730,8096,3335,8196,692,4319,1911,3348,2685,7561,2916,,,,,,,,,,
2035,2002-07-31,2002,7,31,3876,4074,2048,7419,1846,1212,7152,3766,4377,9984,7988,5678,6421,,,,,,,,,,
2036,2002-08-03,2002,8,3,822,8561,1549,3006,7315,9037,466,2136,8495,5402,836,2745,441,,,,,,,,,,
2037,2002-08-04,2002,8,4,5504,8189,6784,2715,5970,8435,8344,5598,9861,2263,1754,1174,2943,,,,,,,,,,
2038,2002-08-06,2002,8,6,8396,5351,1194,8627,9926,2968,2395,1646,2100,7482,1506,9829,5763,,,,,,,,,,
2039,2002-08-07,2002,8,7,3087,6029,1492,741,6732,5711,8906,1416,5872,5204,3751,2786,4243,,,,,,,,,,
2040,2002-08-10,2002,8,10,2380,160,4139,5292,501,6112,9374,1772,4890,8197,8676,3923,7898,,,,,,,,,,
2041,2002-08-11,2002,8,11,8677,4655,9880,8097,2184,8625,34,4183,5077,2091,5746,8190,4914,,,,,,,,,,
2042,2002-08-14,2002,8,14,1843,6319,7761,9387,312,5042,7699,4336,586,357,5133,3306,576,,,,,,,,,,
2043,2002-08-17,2002,8,17,8316,8467,7648,1309,6042,5150,307,4023,9941,4469,7340,3568,4625,,,,,,,,,,
2044,2002-08-18,2002,8,18,1761,5301,7985,1572,2345,4448,2809,4459,6829,1314,4923,5623,4352,,,,,,,,,,
2045,2002-08-21,2002,8,21,8996,2907,7082,2905,650,4045,3341,2287,8214,120,4648,6636,3097,,,,,,,,,,
2046,2002-08-24,2002,8,24,1174,5570,5523,6504,3936,5783,1742,2886,7688,5700,8851,1989,3383,,,,,,,,,,
2047,2002-08-25,2002,8,25,3755,6150,3464,8338,4357,345,2212,7305,469,374,505,3274,1778,,,,,,,,,,
2048,2002-08-28,2002,8,28,3757,5324,108,1954,6479,5276,1083,6026,261,4246,1525,8535,7502,,,,,,,,,,
2049,2002-08-31,2002,8,31,387,7092,7566,6895,7567,7813,636,7033,8198,9470,2417,4304,3518,,,,,,,,,,
2050,2002-09-01,2002,9,1,2193,4377,298,8309,1021,2799,3728,7698,5445,8955,1150,4055,8627,,,,,,,,,,
2051,2002-09-04,2002,9,4,1517,6861,7078,5779,7814,7859,548,8480,3147,5163,6387,1257,943,,,,,,,,,,
2052,2002-09-07,2002,9,7,2678,5191,2616,3362,8456,2723,4066,1498,4112,4787,4443,3784,2471,,,,,,,,,,
2053,2002-09-08,2002,9,8,4239,3837,1302,9287,4812,4126,5939,4225,1782,33,6079,4565,8146,,,,,,,,,,
2054,2002-09-11,2002,9,11,1361,1210,4165,8776,2407,8083,6803,3247,2732,5521,5211,7051,1569,,,,,,,,,,
2055,2002-09-14,2002,9,14,7635,86,5937,9128,8400,2866,6350,1619,4225,6572,4192,316,6760,,,,,,,,,,
2056,2002-09-15,2002,9,15,2698,3972,6271,7703,8173,2400,6655,8515,8775,3146,7615,8685,8094,,,,,,,,,,
2057,2002-09-18,2002,9,18,8940,7870,1905,6387,4540,3323,647,433,9642,4542,222,5556,5204,,,,,,,,,,
2058,2002-09-21,2002,9,21,787,1983,1816,4013,4474,4468,5334,2777,5236,9172,9312,8453,4293,,,,,,,,,,
2059,2002-09-22,2002,9,22,8066,1404,3227,6841,4934,9764,4880,785,3178,1229,1412,4699,8431,,,,,,,,,,
2060,2002-09-25,2002,9,25,5778,5958,680,5581,9388,4838,3419,3191,3954,1972,3244,8754,9390,,,,,,,,,,
2061,2002-09-28,2002,9,28,1031,9239,8893,2988,5611,2610,1549,2157,681,8097,1337,1011,5530,,,,,,,,,,
2062,2002-09-29,2002,9,29,9808,9095,3916,7221,4672,4869,4337,9158,5474,5206,7426,9131,9191,,,,,,,,,,
2063,2002-10-02,2002,10,2,8465,5504,3050,7191,8063,8533,1559,9208,6430,9430,3007,8657,8936,,,,,,,,,,
2064,2002-10-05,2002,10,5,2192,9976,2827,9913,4831,6867,965,5241,4868,8892,968,2309,8182,,,,,,,,,,
2065,2002-10-06,2002,10,6,6202,9036,4046,3471,560,1232,3616,7157,7178,6175,4370,794,6467,,,,,,,,,,
2066,2002-10-08,2002,10,8,3853,1583,415,2761,4964,6683,2028,6965,3496,435,8248,4289,9174,,,,,,,,,,
2067,2002-10-09,2002,10,9,5677,1293,3486,4084,4152,1049,1786,2706,7037,7425,1622,9437,8326,,,,,,,,,,
2068,2002-10-12,2002,10,12,4365,8289,5092,5174,4726,8433,1735,1668,3545,3386,6376,342,6113,,,,,,,,,,
2069,2002-10-13,2002,10,13,7103,2234,4909,5387,7145,3178,3980,8461,3951,4590,7093,4744,745,,,,,,,,,,
2070,2002-10-16,2002,10,16,321,4690,1947,1386,6203,5802,754,8507,9205,7615,6272,5304,9120,,,,,,,,,,
2071,2002-10-19,2002,10,19,1656,7021,1539,70,2035,1818,4981,4446,188,1969,9497,842,5903,,,,,,,,,,
2072,2002-10-20,2002,10,20,8270,987,6628,5637,613,1322,7082,6994,7626,4818,9626,1141,6967,,,,,,,,,,
2073,2002-10-23,2002,10,23,9309,7635,3787,5855,6033,5278,8253,5821,8194,7161,5146,3184,8902,,,,,,,,,,
2074,2002-10-26,2002,10,26,5293,5508,7598,8124,8006,3187,9167,7904,1262,2796,2894,7344,7228,,,,,,,,,,
2075,2002-10-27,2002,10,27,8986,349,2224,7621,60,4748,1336,3613,5971,1785,666,126,7628,,,,,,,,,,
2076,2002-10-30,2002,10,30,2387,1051,4253,2634,3375,2723,7613,6830,505,7041,1529,7113,4862,,,,,,,,,,
2077,2002-11-02,2002,11,2,636,4352,1350,1358,4677,918,6591,3783,3452,6967,5636,7025,7134,,,,,,,,,,
2078,2002-11-03,2002,11,3,1384,7946,7565,7688,2395,1317,6321,1883,8646,9140,5949,3869,9397,,,,,,,,,,
2079,2002-11-06,2002,11,6,1246,9716,7195,8232,2308,6622,7313,3734,8432,2762,5105,962,9534,,,,,,,,,,
2080,2002-11-09,2002,11,9,687,6321,5531,3650,2861,3353,1719,991,9440,1384,822,5174,9068,,,,,,,,,,
2081,2002-11-10,2002,11,10,5659,9559,6660,2207,2779,9228,5693,161,440,1746,6359,5023,6920,,,,,,,,,,
2082,2002-11-13,2002,11,13,9636,9269,6617,1443,2785,5913,6909,4917,1492,952,4217,2604,7449,,,,,,,,,,
2083,2002-11-16,2002,11,16,198,5610,8178,6629,3137,212,8619,9343,98,5730,3145,8246,4708,,,,,,,,,,
2084,2002-11-17,2002,11,17,2297,6954,2195,6451,5996,7685,7126,7097,7370,4140,4039,7633,4483,,,,,,,,,,
2085,2002-11-20,2002,11,20,1388,5092,1516,281,3141,7594,7080,4677,1153,9998,1662,9124,2791,,,,,,,,,,
2086,2002-11-23,2002,11,23,2915,8290,7999,3907,2236,1292,4931,1538,7745,1281,2964,947,9119,,,,,,,,,,
2087,2002-11-24,2002,11,24,5868,7885,2040,6883,7790,8618,9334,1526,9997,126,3854,6513,7652,,,,,,,,,,
2088,2002-11-27,2002,11,27,4153,3178,5231,7736,4834,1616,5845,4447,6887,5430,6853,2076,8484,,,,,,,,,,
2089,2002-11-30,2002,11,30,2036,9557,6580,9968,7549,2242,4233,3377,6771,2430,5657,6079,9150,,,,,,,,,,
2090,2002-12-01,2002,12,1,2647,8209,8464,2419,2963,7215,6705,2514,5153,692,2894,4047,9548,,,,,,,,,,
2091,2002-12-03,2002,12,3,1832,3558,8794,4201,5283,2190,2318,521,4448,6393,3236,6433,6088,,,,,,,,,,
2092,2002-12-04,2002,12,4,482,848,8577,3017,5431,1615,2042,410,9057,7870,9368,3285,2897,,,,,,,,,,
2093,2002-12-07,2002,12,7,2838,2675,9915,9688,9739,5736,7665,9097,1457,4190,5933,847,4159,,,,,,,,,,
2094,2002-12-08,2002,12,8,6098,6291,3886,309,6362,1608,2321,5690,1501,6310,6438,8617,6619,,,,,,,,,,
2095,2002-12-11,2002,12,11,684,602,1123,9866,7497,8621,3219,9060,475,5987,9045,4629,7507,,,,,,,,,,
2096,2002-12-14,2002,12,14,7115,1295,9860,7019,4114,8936,1177,3411,8259,5688,6396,4179,2568,,,,,,,,,,
2097,2002-12-15,2002,12,15,5517,4665,8028,8976,6144,7303,286,9293,2250,5749,9467,6319,3933,,,,,,,,,,
2098,2002-12-18,2002,12,18,4828,764,7424,3077,1576,9956,1997,3390,1241,3311,8334,3378,7263,,,,,,,,,,
2099,2002-12-21,2002,12,21,7968,5426,3411,6301,8970,6422,2293,4739,810,4264,3135,481,9699,,,,,,,,,,
2100,2002-12-22,2002,12,22,4096,5108,4056,4531,5406,3118,6484,6103,342,187,4368,8653,4060,,,,,,,,,,
2101,2002-12-25,2002,12,25,9518,5996,1794,2358,5258,1128,3734,2540,970,406,4093,795,3913,,,,,,,,,,
2102,2002-12-28,2002,12,28,3916,1162,4589,2236,431,2341,6586,8671,1108,3366,5159,6194,8286,,,,,,,,,,
2103,2002-12-29,2002,12,29,7060,9033,6446,3919,8665,8370,9290,1732,798,4728,7110,6087,2273,,,,,,,,,,
2104,2003-01-01,2003,1,1,4699,8555,2892,4838,2807,8890,882,3609,1913,4603,1267,3371,1236,,,,,,,,,,
2105,2003-01-04,2003,1,4,9752,5459,3572,2507,3666,5182,7100,6138,8778,4353,8928,7299,2388,,,,,,,,,,
2106,2003-01-05,2003,1,5,5179,5877,6577,3905,1272,9258,1250,7380,9959,8310,1915,4658,1267,,,,,,,,,,
2107,2003-01-07,2003,1,7,5012,304,387,4370,747,8539,6883,4521,4394,3679,9635,6353,6708,,,,,,,,,,
2108,2003-01-08,2003,1,8,5953,6908,8444,2227,6495,3936,1215,3000,5597,7392,9361,5877,4224,,,,,,,,,,
2109,2003-01-11,2003,1,11,533,9132,7290,5950,5737,4167,523,7317,9592,6875,3544,9513,9824,,,,,,,,,,
2110,2003-01-12,2003,1,12,5509,6932,7780,3517,6809,3088,6639,3758,5832,592,7237,5694,3888,,,,,,,,,,
2111,2003-01-15,2003,1,15,5635,8989,7236,3752,9176,5700,4982,7772,991,4095,7648,1867,7356,,,,,,,,,,
2112,2003-01-18,2003,1,18,1659,8030,5955,7535,2432,5467,8515,5351,1502,2674,9719,1522,8885,,,,,,,,,,
2113,2003-01-19,2003,1,19,8241,9294,8710,4070,318,9836,3070,4760,9793,2743,6431,1966,7909,,,,,,,,,,
2114,2003-01-22,2003,1,22,7820,8522,6044,2252,4974,2988,7014,753,2848,1012,429,3137,1996,,,,,,,,,,
2115,2003-01-25,2003,1,25,9189,2809,7580,3005,8101,6773,3493,4275,9700,3437,4891,3489,9512,,,,,,,,,,
2116,2003-01-26,2003,1,26,1094,1947,4291,3098,1194,7649,5469,8988,9132,5034,2550,4670,939,,,,,,,,,,
2117,2003-01-29,2003,1,29,3076,4073,493,3213,1366,5587,2555,8069,7881,9384,7008,5047,970,,,,,,,,,,
2118,2003-02-01,2003,2,1,9539,1657,6913,9156,4112,4191,165,5651,3435,1442,5125,4556,7084,,,,,,,,,,
2119,2003-02-02,2003,2,2,8298,4807,4732,183,9777,3807,2666,6908,665,7623,476,8873,4308,,,,,,,,,,
2120,2003-02-05,2003,2,5,8780,9455,8427,8446,6438,7800,8935,8059,739,7188,9223,6023,7206,,,,,,,,,,
2121,2003-02-06,2003,2,6,9314,1624,1766,3266,112,3992,2617,5814,1454,4112,7226,5950,3044,,,,,,,,,,
2122,2003-02-08,2003,2,8,7905,5015,4484,8662,6080,1089,3667,8086,9955,731,4628,1122,660,,,,,,,,,,
2123,2003-02-09,2003,2,9,3408,7990,2030,6462,834,667,1598,7104,9044,8871,6744,3241,8144,,,,,,,,,,
2124,2003-02-12,2003,2,12,5243,271,5789,5392,3436,3777,9012,5789,8491,3370,9130,4931,1219,,,,,,,,,,
2125,2003-02-15,2003,2,15,1203,7938,9454,376,5759,3527,8821,4920,9483,1716,4408,3774,429,,,,,,,,,,
2126,2003-02-16,2003,2,16,9565,9750,103,9172,8552,3536,2358,5311,8328,3344,2673,8429,7421,,,,,,,,,,
2127,2003-02-19,2003,2,19,4004,3102,3232,4362,3835,7512,935,233,1180,136,5902,3446,8660,,,,,,,,,,
2128,2003-02-22,2003,2,22,6006,2450,1558,8601,1968,8294,3548,6180,2102,4851,8671,4036,8842,,,,,,,,,,
2129,2003-02-23,2003,2,23,5022,8111,9754,6523,8113,2769,8028,2691,7395,9653,9305,2123,9344,,,,,,,,,,
2130,2003-02-26,2003,2,26,3206,7901,4005,6601,8090,7999,8898,7141,9783,530,8819,8130,9165,,,,,,,,,,
2131,2003-03-01,2003,3,1,5692,949,4434,7148,3179,6786,7651,9076,3105,6561,8943,4432,511,,,,,,,,,,
2132,2003-03-02,2003,3,2,5002,9193,9221,634,8310,9456,7622,1323,5020,6595,8527,8724,5212,,,,,,,,,,
2133,2003-03-05,2003,3,5,9920,4575,7270,7157,1212,122,7155,4379,1298,8134,4202,3665,1116,,,,,,,,,,
2134,2003-03-08,2003,3,8,3231,2677,5217,464,6737,8388,9317,719,4544,3156,9652,4531,2823,,,,,,,,,,
2135,2003-03-09,2003,3,9,1611,1226,8186,5648,5586,3320,6212,3837,1027,560,8677,4198,4320,,,,,,,,,,
2136,2003-03-12,2003,3,12,2511,6145,6878,3499,4285,5664,2791,2916,9484,2957,5631,8493,5233,,,,,,,,,,
2137,2003-03-15,2003,3,15,7224,7351,1268,4484,8723,3427,1646,6470,6878,5717,5048,7691,1979,,,,,,,,,,
2138,2003-03-16,2003,3,16,1303,5843,719,541,954,1583,1006,8007,6010,500,5296,8369,5462,,,,,,,,,,
2139,2003-03-19,2003,3,19,7938,6970,5757,2939,888,5245,9165,6684,9139,9843,4720,5625,2137,,,,,,,,,,
2140,2003-03-22,2003,3,22,1495,9701,1524,1244,5619,811,8042,6103,5355,9050,9087,1534,930,,,,,,,,,,
2141,2003-03-23,2003,3,23,2034,3552,8716,9065,8966,2453,8476,1980,3981,5670,9187,2626,9267,,,,,,,,,,
2142,2003-03-26,2003,3,26,9314,1839,916,7263,1056,1556,4296,7050,5011,8917,7404,5600,238,,,,,,,,,,
2143,2003-03-29,2003,3,29,5074,2657,2420,585,6194,4384,7734,1576,3368,5690,3980,23,6590,,,,,,,,,,
2144,2003-03-30,2003,3,30,7903,3975,8037,4878,457,1874,3584,8053,4731,9728,3743,9777,79,,,,,,,,,,
2145,2003-04-01,2003,4,1,270,7483,6732,8882,2655,1447,2085,7734,5772,202,9096,2506,2372,,,,,,,,,,
2146,2003-04-02,2003,4,2,9734,346,82,7865,3699,5905,1921,5779,6378,938,1442,2087,9774,,,,,,,,,,
2147,2003-04-05,2003,4,5,1263,1194,2403,2466,845,8173,8658,3412,3204,5967,6070,5775,7601,,,,,,,,,,
2148,2003-04-06,2003,4,6,4089,877,7690,153,8323,221,5756,1777,1633,8462,3033,7349,5284,,,,,,,,,,
2149,2003-04-09,2003,4,9,3453,902,6665,3046,1064,7369,8601,8499,3178,4934,6950,3932,640,,,,,,,,,,
2150,2003-04-12,2003,4,12,7364,1379,7083,1715,4372,3104,9804,8793,2641,1278,5437,9139,5165,,,,,,,,,,
2151,2003-04-13,2003,4,13,4895,3714,4452,2028,5299,3104,8763,2329,7296,6554,6134,9190,8234,,,,,,,,,,
2152,2003-04-16,2003,4,16,4462,4897,8340,6273,7402,2040,3990,9738,2559,5527,7755,6168,2020,,,,,,,,,,
2153,2003-04-19,2003,4,19,7811,5499,1785,8550,4945,3199,4282,6616,2147,682,8469,6300,5818,,,,,,,,,,
2154,2003-04-20,2003,4,20,8392,7262,3338,8079,9594,637,3627,6639,8856,2636,2756,529,4533,,,,,,,,,,
2155,2003-04-23,2003,4,23,3592,4783,2733,290,647,3628,4907,2263,8282,5232,1236,2755,3682,,,,,,,,,,
2156,2003-04-26,2003,4,26,5295,8165,2481,3403,353,888,9136,3338,8739,7865,6833,1749,9233,,,,,,,,,,
2157,2003-04-27,2003,4,27,598,2221,3265,6569,1122,509,6914,9074,2080,2247,7631,1877,6870,,,,,,,,,,
2158,2003-04-30,2003,4,30,3319,3236,3210,3707,4085,3943,4429,2170,4743,41,2690,5073,332,,,,,,,,,,
2159,2003-05-03,2003,5,3,4196,4076,7904,4050,9641,958,9152,9826,1152,367,1099,3927,1900,,,,,,,,,,
2160,2003-05-04,2003,5,4,1080,5248,4171,1716,6733,6657,1539,8050,1535,4859,259,907,4428,,,,,,,,,,
2161,2003-05-07,2003,5,7,3581,9037,2427,6474,8091,3758,3418,7166,8438,6208,1270,7162,102,,,,,,,,,,
2162,2003-05-10,2003,5,10,7486,3697,4047,4317,9625,9638,967,2335,6259,108,2270,9528,3235,,,,,,,,,,
2163,2003-05-11,2003,5,11,6911,6266,8990,1112,8599,404,6712,229,1538,3860,9363,1578,7503,,,,,,,,,,
2164,2003-05-14,2003,5,14,1270,7209,2594,4623,5992,7616,3978,3862,4854,3892,3518,4929,1580,,,,,,,,,,
2165,2003-05-17,2003,5,17,9316,3206,8595,1557,9904,9486,9934,6450,1787,1124,5915,6182,7697,,,,,,,,,,
2166,2003-05-18,2003,5,18,5853,7416,6557,5800,1982,6866,5775,1202,2629,1055,8269,4921,8187,,,,,,,,,,
2167,2003-05-21,2003,5,21,6819,7605,9865,126,2120,9371,3272,4178,5057,7056,9210,9319,8305,,,,,,,,,,
2168,2003-05-24,2003,5,24,2105,7980,6043,8608,4050,7667,4682,5249,5862,3065,6438,4129,5156,,,,,,,,,,
2169,2003-05-25,2003,5,25,7192,9413,5359,7557,4909,466,401,1761,3576,8876,8111,9931,6949,,,,,,,,,,
2170,2003-05-28,2003,5,28,1990,6599,8504,3379,1102,8555,1573,8336,1937,9917,6561,7263,3600,,,,,,,,,,
2171,2003-05-31,2003,5,31,8687,8916,574,5576,8043,151,2563,2182,7494,5478,7951,7489,3934,,,,,,,,,,
2172,2003-06-01,2003,6,1,765,784,3507,9091,9477,3457,6679,6533,3768,6950,5116,9701,9011,,,,,,,,,,
2173,2003-06-03,2003,6,3,7214,4678,6694,9388,4813,6993,3545,3282,8666,4263,245,3217,2067,,,,,,,,,,
2174,2003-06-04,2003,6,4,8058,6478,7959,3929,4393,6533,3197,7543,1983,5603,5084,5111,4591,,,,,,,,,,
2175,2003-06-07,2003,6,7,4899,2259,4274,6122,5682,5862,1304,2653,2907,151,4050,8067,2787,,,,,,,,,,
2176,2003-06-08,2003,6,8,7329,1872,1516,2997,1982,1966,4891,1564,1988,7160,5010,666,436,,,,,,,,,,
2177,2003-06-11,2003,6,11,5011,5106,9243,4425,5249,306,3283,6032,9839,6015,6675,1994,8053,,,,,,,,,,
2178,2003-06-14,2003,6,14,1838,2160,7439,4646,4383,7021,9010,5618,6076,9444,147,6515,5660,,,,,,,,,,
2179,2003-06-15,2003,6,15,1749,1876,2671,2160,2896,6841,2555,4188,6975,9581,4881,3859,9930,,,,,,,,,,
2180,2003-06-18,2003,6,18,1707,4268,6132,3737,5102,5790,2647,9655,5479,1827,5049,4028,6479,,,,,,,,,,
2181,2003-06-21,2003,6,21,876,7960,3129,9808,1511,2835,9517,4372,6310,6062,2136,5000,7442,,,,,,,,,,
2182,2003-06-22,2003,6,22,3857,2326,3057,9580,9211,5670,592,4561,3832,8053,8541,538,924,,,,,,,,,,
2183,2003-06-25,2003,6,25,959,8109,6938,6209,8065,6106,7855,1296,8919,3853,1907,1575,2328,,,,,,,,,,
2184,2003-06-28,2003,6,28,6822,1214,9678,4446,7911,4277,5116,7553,7496,2949,9536,9716,1983,,,,,,,,,,
2185,2003-06-29,2003,6,29,2807,3039,1548,6932,4458,5675,9240,921,2354,1010,5490,6174,6043,,,,,,,,,,
2186,2003-07-01,2003,7,1,2001,4092,9661,9811,908,3416,5384,6849,4395,5561,7901,7136,3795,,,,,,,,,,
2187,2003-07-02,2003,7,2,9110,1353,7920,2111,20,5424,6204,5506,8099,7504,7499,3763,1235,,,,,,,,,,
2188,2003-07-05,2003,7,5,7288,70,9373,2942,3437,2178,8414,955,5599,2770,317,9563,8829,,,,,,,,,,
2189,2003-07-06,2003,7,6,6857,8042,4509,1403,7565,3823,1438,6880,5120,226,8293,3347,9881,,,,,,,,,,
2190,2003-07-09,2003,7,9,2992,5902,6893,8272,1482,9187,9112,8242,432,9236,1051,5220,6377,,,,,,,,,,
2191,2003-07-12,2003,7,12,4699,2100,2850,9037,2886,1438,3920,886,2811,2161,2217,7260,5156,,,,,,,,,,
2192,2003-07-13,2003,7,13,6410,7202,195,6225,4706,3977,2422,6371,8726,1918,8915,2540,1194,,,,,,,,,,
2193,2003-07-16,2003,7,16,5873,4772,6466,977,5374,8950,6027,6341,4998,9446,3966,9942,8844,,,,,,,,,,
2194,2003-07-19,2003,7,19,4374,9767,8417,9284,4104,7421,2749,4471,4760,9554,3165,2791,3228,,,,,,,,,,
2195,2003-07-20,2003,7,20,9047,5160,9252,9946,5154,5907,1561,4296,1160,1070,6642,9915,5490,,,,,,,,,,
2196,2003-07-23,2003,7,23,2710,928,8984,1068,2209,3990,5923,914,2398,9530,4903,6696,1422,,,,,,,,,,
2197,2003-07-26,2003,7,26,6508,3143,6058,6477,4868,1719,9119,9479,3941,8321,85,5316,7116,,,,,,,,,,
2198,2003-07-27,2003,7,27,8873,839,3912,1468,8964,3414,5678,3295,3623,4993,1095,991,229,,,,,,,,,,
2199,2003-07-30,2003,7,30,895,6530,1577,3643,9546,238,2134,3280,7402,8028,8550,955,3986,,,,,,,,,,
2200,2003-08-02,2003,8,2,721,6548,7548,7757,9031,573,1241,5966,6759,4939,1164,4632,2748,,,,,,,,,,
2201,2003-08-03,2003,8,3,8667,7673,6433,7206,1939,1353,4301,520,832,3494,5086,4874,4866,,,,,,,,,,
2202,2003-08-06,2003,8,6,590,1046,1311,506,7425,1870,6309,8105,4878,4109,6708,367,463,,,,,,,,,,
2203,2003-08-09,2003,8,9,1124,9117,1832,4981,1104,3688,6207,9500,2731,2672,4565,3595,1622,,,,,,,,,,
2204,2003-08-10,2003,8,10,2027,1096,5807,925,6909,6826,1760,9684,214,8955,7327,1800,136,,,,,,,,,,
2205,2003-08-13,2003,8,13,1098,2111,3384,5420,9469,2937,5674,5198,235,4535,1002,2748,1925,,,,,,,,,,
2206,2003-08-16,2003,8,16,154,4939,5376,3950,7458,7254,1924,9782,6517,4019,3983,2661,8193,,,,,,,,,,
2207,2003-08-17,2003,8,17,3751,9614,3144,3668,2682,781,7944,7637,3836,2207,9222,3521,4807,,,,,,,,,,
2208,2003-08-20,2003,8,20,8121,4071,9491,8376,9224,5481,6830,9489,6250,7368,3732,5019,6906,,,,,,,,,,
2209,2003-08-23,2003,8,23,3570,1753,9256,9649,6761,4841,9836,5376,8489,9213,353,4038,2089,,,,,,,,,,
2210,2003-08-24,2003,8,24,5178,7340,8239,4810,7108,7370,9548,8692,6234,7571,7756,2689,3013,,,,,,,,,,
2211,2003-08-27,2003,8,27,1072,7466,8218,6239,8141,9206,6735,2232,3755,5145,3844,6685,3162,,,,,,,,,,
2212,2003-08-30,2003,8,30,6126,3260,2192,3788,9653,8876,7241,4952,739,8542,5136,7735,4679,,,,,,,,,,
2213,2003-08-31,2003,8,31,9694,509,3790,1273,9732,1483,4870,2158,6535,2974,4379,3321,1047,,,,,,,,,,
2214,2003-09-02,2003,9,2,1041,6731,9500,7894,1006,9296,2736,9335,2015,131,6809,3311,6983,,,,,,,,,,
2215,2003-09-03,2003,9,3,7485,3857,3936,4657,7964,148,2525,6767,4727,6373,4033,8800,1658,,,,,,,,,,
2216,2003-09-06,2003,9,6,4283,9229,7579,8287,392,1560,6035,312,7841,7066,8625,9834,5622,,,,,,,,,,
2217,2003-09-07,2003,9,7,9597,8985,3002,5265,3035,6076,6572,7969,8257,5948,8888,3693,4838,,,,,,,,,,
2218,2003-09-10,2003,9,10,2276,2732,470,4190,6783,1277,5565,9170,4095,2066,6400,424,196,,,,,,,,,,
2219,2003-09-13,2003,9,13,4972,6219,4474,3466,9324,8187,3705,2298,1843,3219,9355,6251,2562,,,,,,,,,,
2220,2003-09-14,2003,9,14,9607,1962,6045,5823,4163,1097,7205,5565,3705,4905,3776,4878,7201,,,,,,,,,,
2221,2003-09-17,2003,9,17,1023,7237,4867,1654,3004,8108,1970,7114,8960,2285,7778,5330,7465,,,,,,,,,,
2222,2003-09-20,2003,9,20,8191,1067,5789,238,3435,5777,4034,9332,5415,9780,3159,6096,7446,,,,,,,,,,
2223,2003-09-21,2003,9,21,8447,7886,8064,6665,344,7984,2597,6723,3792,6233,4330,8702,7957,,,,,,,,,,
2224,2003-09-24,2003,9,24,6933,636,885,7599,8786,3988,7947,9781,402,6900,1687,7944,4703,,,,,,,,,,
2225,2003-09-27,2003,9,27,5411,1126,1311,8696,8481,3766,4294,900,588,7594,4646,1226,8009,,,,,,,,,,
2226,2003-09-28,2003,9,28,5688,7576,5475,7310,3753,9350,5893,1927,2580,7646,310,8603,1027,,,,,,,,,,
2227,2003-10-01,2003,10,1,4450,4928,3184,480,6511,1016,6755,276,4060,5672,5163,9729,4584,,,,,,,,,,
2228,2003-10-04,2003,10,4,6964,3306,2244,509,6100,1456,1920,2258,5131,2527,3157,1780,9850,,,,,,,,,,
2229,2003-10-05,2003,10,5,5326,9596,5899,3535,8475,8024,6032,2748,9179,8206,8629,6246,1997,,,,,,,,,,
2230,2003-10-08,2003,10,8,1081,6254,3725,4447,7315,6365,7056,8525,7624,1102,2354,41,6520,,,,,,,,,,
